Name_1,OpenPermID_1,OrgName_1,Score_1,Level_1,Name_2,OpenPermID_2,OrgName_2,Score_2,Level_2,EqualOrgName,Primary Industry,Primary Bussiness,Primary Economic,Domiciled,Incorporated,TRBC code,Primary Industry description,green
eandis cvba,,,,No Match,eandis,https://permid.org/1-4297633980,Fluvius System Operator CVBA,10.00%,Possible,False,Multiline Utilities,Utilities,Utilities,Belgium,Belgium,591040.0,"Producers and distributors of electric power, natural gas and combined heat and power. Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations. Includes also utility infrastructure operators.",1
edison spa,https://permid.org/1-4295875687,Edison SpA,92.00%,Excellent,edison,https://permid.org/1-4295903910,Edison International,23.00%,Possible,False,Multiline Utilities,Utilities,Utilities,Italy,Italy,591040.0,"Producers and distributors of electric power, natural gas and combined heat and power. Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations. Includes also utility infrastructure operators.",1
enbw international finance bv,https://permid.org/1-4296930961,EnBW International Finance BV,92.00%,Excellent,enbw international finance,https://permid.org/1-4296930961,EnBW International Finance BV,92.00%,Excellent,True,Multiline Utilities,Utilities,Utilities,Netherlands,Netherlands,591040.0,"Producers and distributors of electric power, natural gas and combined heat and power. Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations. Includes also utility infrastructure operators.",1
engie,https://permid.org/1-4295866806,Engie SA,92.00%,Excellent,engie,https://permid.org/1-4295866806,Engie SA,92.00%,Excellent,True,Multiline Utilities,Utilities,Utilities,France,France,591040.0,"Producers and distributors of electric power, natural gas and combined heat and power. Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations. Includes also utility infrastructure operators.",1
engie sa,https://permid.org/1-4295866806,Engie SA,92.00%,Excellent,engie,https://permid.org/1-4295866806,Engie SA,92.00%,Excellent,True,Multiline Utilities,Utilities,Utilities,France,France,591040.0,"Producers and distributors of electric power, natural gas and combined heat and power. Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations. Includes also utility infrastructure operators.",1
ewe ag,https://permid.org/1-4295869127,EWE AG,92.00%,Excellent,ewe,https://permid.org/1-4295869127,EWE AG,92.00%,Excellent,True,Multiline Utilities,Utilities,Utilities,Germany,Germany,591040.0,"Producers and distributors of electric power, natural gas and combined heat and power. Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations. Includes also utility infrastructure operators.",1
fluvius system operator cvba,https://permid.org/1-4297633980,Fluvius System Operator CVBA,92.00%,Excellent,fluvius system operator,https://permid.org/1-4297633980,Fluvius System Operator CVBA,45.00%,Possible,True,Multiline Utilities,Utilities,Utilities,Belgium,Belgium,591040.0,"Producers and distributors of electric power, natural gas and combined heat and power. Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations. Includes also utility infrastructure operators.",1
hera spa,https://permid.org/1-4295875817,Hera SpA,92.00%,Excellent,hera,https://permid.org/1-4295875817,Hera SpA,92.00%,Excellent,True,Multiline Utilities,Utilities,Utilities,Italy,Italy,591040.0,"Producers and distributors of electric power, natural gas and combined heat and power. Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations. Includes also utility infrastructure operators.",1
innogy finance bv,https://permid.org/1-4296653814,innogy Finance BV,92.00%,Excellent,innogy finance,https://permid.org/1-4296653814,innogy Finance BV,92.00%,Excellent,True,Multiline Utilities,Utilities,Utilities,Netherlands,Netherlands,591040.0,"Producers and distributors of electric power, natural gas and combined heat and power. Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations. Includes also utility infrastructure operators.",1
iren spa,https://permid.org/1-4295875719,Iren SpA,92.00%,Excellent,iren,https://permid.org/1-4295875719,Iren SpA,92.00%,Excellent,True,Multiline Utilities,Utilities,Utilities,Italy,Italy,591040.0,"Producers and distributors of electric power, natural gas and combined heat and power. Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations. Includes also utility infrastructure operators.",1
kelag karntner elektrizitats aktiengesellschaft,https://permid.org/1-4296717654,Kelag kaerntner Elektrizitaets AG,92.00%,Excellent,kelag karntner elektrizitats aktiengesellschaft,https://permid.org/1-4296717654,Kelag kaerntner Elektrizitaets AG,92.00%,Excellent,True,Multiline Utilities,Utilities,Utilities,Austria,Austria,591040.0,"Producers and distributors of electric power, natural gas and combined heat and power. Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations. Includes also utility infrastructure operators.",1
linea group holding spa,https://permid.org/1-4297805945,Linea Group Holding SpA,92.00%,Excellent,linea group holding,https://permid.org/1-4297805945,Linea Group Holding SpA,92.00%,Excellent,True,Multiline Utilities,Utilities,Utilities,Italy,Italy,591040.0,"Producers and distributors of electric power, natural gas and combined heat and power. Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations. Includes also utility infrastructure operators.",1
uniper se,https://permid.org/1-5051387035,Uniper SE,92.00%,Excellent,uniper,https://permid.org/1-5051387035,Uniper SE,92.00%,Excellent,True,Multiline Utilities,Utilities,Utilities,Germany,Germany,591040.0,"Producers and distributors of electric power, natural gas and combined heat and power. Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations. Includes also utility infrastructure operators.",1
2i rete gas spa,https://permid.org/1-5000936840,2I Rete Gas SpA,92.00%,Excellent,2i rete gas,https://permid.org/1-5000936840,2I Rete Gas SpA,92.00%,Excellent,True,Natural Gas Utilities,Utilities,Utilities,Italy,Italy,591020.0,Producers and distributors of natural gas.,1
gas natural fenosa finance bv,https://permid.org/1-4296948055,Naturgy Finance BV,92.00%,Excellent,gas natural fenosa finance,https://permid.org/1-4296948055,Naturgy Finance BV,71.00%,Good,True,Natural Gas Utilities,Utilities,Utilities,Netherlands,Netherlands,591020.0,Producers and distributors of natural gas.,1
italgas spa,https://permid.org/1-5052167677,Italgas SpA,92.00%,Excellent,italgas,https://permid.org/1-5052167677,Italgas SpA,92.00%,Excellent,True,Natural Gas Utilities,Utilities,Utilities,Italy,Italy,591020.0,Producers and distributors of natural gas.,1
madrilena red de gas fin bv,https://permid.org/1-5040246454,Madrilena Red de Gas Finance BV,92.00%,Excellent,madrilena red de gas fin,https://permid.org/1-5040246454,Madrilena Red de Gas Finance BV,75.00%,Good,True,Natural Gas Utilities,Utilities,Utilities,Netherlands,Netherlands,591020.0,Producers and distributors of natural gas.,1
naturgy finance bv,https://permid.org/1-4296948055,Naturgy Finance BV,92.00%,Excellent,naturgy finance,https://permid.org/1-4296948055,Naturgy Finance BV,60.00%,Good,True,Natural Gas Utilities,Utilities,Utilities,Netherlands,Netherlands,591020.0,Producers and distributors of natural gas.,1
nortegas energia distribution,https://permid.org/1-4298205141,Nortegas Energia Distribucion SAU,69.00%,Good,nortegas energia distribution,https://permid.org/1-4298205141,Nortegas Energia Distribucion SAU,69.00%,Good,True,Natural Gas Utilities,Utilities,Utilities,Spain,Spain,591020.0,Producers and distributors of natural gas.,1
spp distribucia as,https://permid.org/1-5040261492,SPP Distribucia as,92.00%,Excellent,spp distribucia,https://permid.org/1-5040261492,SPP Distribucia as,92.00%,Excellent,True,Natural Gas Utilities,Utilities,Utilities,Slovakia,Slovakia,591020.0,Producers and distributors of natural gas.,1
apetra nv,https://permid.org/1-4298251365,Apetra NV,92.00%,Excellent,apetra,https://permid.org/1-4298251365,Apetra NV,92.00%,Excellent,True,Oil & Gas,Energy - Fossil Fuels,Energy,Belgium,Belgium,501020.0,"Producers, refiners and transporters of raw and refined oil and gas products.",0
corporacion de reservas estrategicas de productos petroliferos,https://permid.org/1-4295966650,Corporacion de Reservas Estrategicas de Productos Petroliferos,92.00%,Excellent,corporacion de reservas estrategicas de productos petrolifero,https://permid.org/1-4295966650,Corporacion de Reservas Estrategicas de Productos Petroliferos,45.00%,Possible,True,Oil & Gas,Energy - Fossil Fuels,Energy,Spain,Spain,501020.0,"Producers, refiners and transporters of raw and refined oil and gas products.",0
eni finance international sa,https://permid.org/1-4296715124,Eni Finance International SA,92.00%,Excellent,eni finance international,https://permid.org/1-4296715124,Eni Finance International SA,92.00%,Excellent,True,Oil & Gas,Energy - Fossil Fuels,Energy,Belgium,Belgium,501020.0,"Producers, refiners and transporters of raw and refined oil and gas products.",0
eni spa,https://permid.org/1-4295875633,Eni SpA,92.00%,Excellent,eni,https://permid.org/1-4295875633,Eni SpA,92.00%,Excellent,True,Oil & Gas,Energy - Fossil Fuels,Energy,Italy,Italy,501020.0,"Producers, refiners and transporters of raw and refined oil and gas products.",0
omv ag,https://permid.org/1-4295859007,OMV AG,92.00%,Excellent,omv,https://permid.org/1-4295859007,OMV AG,92.00%,Excellent,True,Oil & Gas,Energy - Fossil Fuels,Energy,Austria,Austria,501020.0,"Producers, refiners and transporters of raw and refined oil and gas products.",0
petrol dd,https://permid.org/1-4295888326,Petrol dd Ljubljana,12.00%,Possible,petrol dd,https://permid.org/1-4295888326,Petrol dd Ljubljana,12.00%,Possible,True,Oil & Gas,Energy - Fossil Fuels,Energy,Slovenia,Slovenia,501020.0,"Producers, refiners and transporters of raw and refined oil and gas products.",0
repsol intl finance bv,https://permid.org/1-5000035934,Repsol International Finance BV,92.00%,Excellent,repsol intl finance,https://permid.org/1-5000035934,Repsol International Finance BV,92.00%,Excellent,True,Oil & Gas,Energy - Fossil Fuels,Energy,Netherlands,Netherlands,501020.0,"Producers, refiners and transporters of raw and refined oil and gas products.",0
shell international finance bv,https://permid.org/1-4297475585,Shell International Finance BV,92.00%,Excellent,shell international finance,https://permid.org/1-4297475585,Shell International Finance BV,92.00%,Excellent,True,Oil & Gas,Energy - Fossil Fuels,Energy,Netherlands,Netherlands,501020.0,"Producers, refiners and transporters of raw and refined oil and gas products.",0
eustream as,https://permid.org/1-4298244950,Eustream as,92.00%,Excellent,eustream,https://permid.org/1-4298244950,Eustream as,92.00%,Excellent,True,Oil & Gas Related Equipment and Services,Energy - Fossil Fuels,Energy,Slovakia,Slovakia,501030.0,"Providers of oil and gas drilling and related services, as well as manufacturers of oil related equipment.",1
gas networks ireland,https://permid.org/1-5046712558,Gas Networks Ireland,92.00%,Excellent,gas networks ireland,https://permid.org/1-5046712558,Gas Networks Ireland,92.00%,Excellent,True,Oil & Gas Related Equipment and Services,Energy - Fossil Fuels,Energy,Ireland,Ireland,501030.0,"Providers of oil and gas drilling and related services, as well as manufacturers of oil related equipment.",1
schlumberger finance bv,https://permid.org/1-4297665422,Schlumberger Finance BV,92.00%,Excellent,schlumberger finance,https://permid.org/1-5050268693,Schlumberger Finance France SAS,24.00%,Possible,False,Oil & Gas Related Equipment and Services,Energy - Fossil Fuels,Energy,Netherlands,Netherlands,501030.0,"Providers of oil and gas drilling and related services, as well as manufacturers of oil related equipment.",1
metsa board oyj,https://permid.org/1-4295866436,Metsa Board Oyj,92.00%,Excellent,metsa board,https://permid.org/1-4295866436,Metsa Board Oyj,92.00%,Excellent,True,Paper & Forest Products,Applied Resources,Basic Materials,Finland,Finland,513010.0,"Operators of forests, pulp and paper mills, producers and manufacturers of wood and paper products, and providers of related services.",1
stora enso oyj,https://permid.org/1-4295866448,Stora Enso Oyj,92.00%,Excellent,stora enso,https://permid.org/1-4295866448,Stora Enso Oyj,92.00%,Excellent,True,Paper & Forest Products,Applied Resources,Basic Materials,Finland,Finland,513010.0,"Operators of forests, pulp and paper mills, producers and manufacturers of wood and paper products, and providers of related services.",1
upm kymmene oyj,https://permid.org/1-4295866353,UPM-Kymmene Oyj,92.00%,Excellent,upm kymmene,https://permid.org/1-4295866353,UPM-Kymmene Oyj,92.00%,Excellent,True,Paper & Forest Products,Applied Resources,Basic Materials,Finland,Finland,513010.0,"Operators of forests, pulp and paper mills, producers and manufacturers of wood and paper products, and providers of related services.",1
cp comboios de portugal epe,https://permid.org/1-4295886858,CP Comboios de Portugal EPE,92.00%,Excellent,cp comboios de portugal epe,https://permid.org/1-4295886858,CP Comboios de Portugal EPE,92.00%,Excellent,True,Passenger Transportation Services,Transportation,Industrials,Portugal,Portugal,524060.0,"Providers of transportation services to passengers via air, ground and sea.",1
deutsche lufthansa ag,https://permid.org/1-4295868979,Deutsche Lufthansa AG,92.00%,Excellent,deutsche lufthansa,https://permid.org/1-4295868979,Deutsche Lufthansa AG,66.00%,Good,True,Passenger Transportation Services,Transportation,Industrials,Germany,Germany,524060.0,"Providers of transportation services to passengers via air, ground and sea.",1
ferrovie dello stato italiane spa,https://permid.org/1-4295963223,Ferrovie dello Stato Italiane SpA,92.00%,Excellent,ferrovie dello stato italiane,https://permid.org/1-4295963223,Ferrovie dello Stato Italiane SpA,92.00%,Excellent,True,Passenger Transportation Services,Transportation,Industrials,Italy,Italy,524060.0,"Providers of transportation services to passengers via air, ground and sea.",1
ferrovie dello stato italspa,https://permid.org/1-4295963223,Ferrovie dello Stato Italiane SpA,40.00%,Possible,ferrovie dello stato ital,https://permid.org/1-4295963223,Ferrovie dello Stato Italiane SpA,63.00%,Good,True,Passenger Transportation Services,Transportation,Industrials,Italy,Italy,524060.0,"Providers of transportation services to passengers via air, ground and sea.",1
international consolidated airlines group,https://permid.org/1-5001229906,International Consolidated Airlines Group SA,80.00%,Good,international consolidated airlines group,https://permid.org/1-5001229906,International Consolidated Airlines Group SA,80.00%,Good,True,Passenger Transportation Services,Transportation,Industrials,United Kingdom,Spain,524060.0,"Providers of transportation services to passengers via air, ground and sea.",1
metropolitano de lisboa,https://permid.org/1-4296293806,Metropolitano de Lisboa EPE,63.00%,Good,metropolitano de lisboa,https://permid.org/1-4296293806,Metropolitano de Lisboa EPE,63.00%,Good,True,Passenger Transportation Services,Transportation,Industrials,Portugal,Portugal,524060.0,"Providers of transportation services to passengers via air, ground and sea.",1
regie autonome des transports parisiens,https://permid.org/1-4295867592,Regie Autonome des Transports Parisiens EPIC,73.00%,Good,regie autonome des transports parisien,https://permid.org/1-4295867592,Regie Autonome des Transports Parisiens EPIC,13.00%,Possible,True,Passenger Transportation Services,Transportation,Industrials,France,France,524060.0,"Providers of transportation services to passengers via air, ground and sea.",1
regie autonome des transports parisiens ratp,https://permid.org/1-4295867592,Regie Autonome des Transports Parisiens EPIC,86.00%,Good,regie autonome des transports parisiens ratp,https://permid.org/1-4295867592,Regie Autonome des Transports Parisiens EPIC,86.00%,Good,True,Passenger Transportation Services,Transportation,Industrials,France,France,524060.0,"Providers of transportation services to passengers via air, ground and sea.",1
ryanair dac,https://permid.org/1-5000075993,Ryanair DAC,92.00%,Excellent,ryanair,https://permid.org/1-4295874870,Ryanair Holdings PLC,50.00%,Possible,False,Passenger Transportation Services,Transportation,Industrials,Ireland,Ireland,524060.0,"Providers of transportation services to passengers via air, ground and sea.",1
societe nationale sncf sa,https://permid.org/1-4295866888,Societe Nationale SNCF SA,92.00%,Excellent,societe nationale sncf,https://permid.org/1-4295866888,Societe Nationale SNCF SA,80.00%,Good,True,Passenger Transportation Services,Transportation,Industrials,France,France,524060.0,"Providers of transportation services to passengers via air, ground and sea.",1
unilever nv,,,,No Match,unilever,https://permid.org/1-4295894770,Unilever PLC,56.00%,Possible,False,Personal & Household Products & Services,Personal & Household Products & Services,Consumer Non-Cyclicals,United Kingdom,United Kingdom,542010.0,"Manufacturers of non-durable household goods, personal products and providers of personal services.",0
bayer ag,https://permid.org/1-4295869217,Bayer AG,92.00%,Excellent,bayer,https://permid.org/1-4295869217,Bayer AG,92.00%,Excellent,True,Pharmaceuticals,Pharmaceuticals & Medical Research,Healthcare,Germany,Germany,562010.0,"Manufacturers and marketers of generic and specialty drugs, as well as researchers and developers of new drugs, medical products and procedures.",0
bayer capital corp bv,https://permid.org/1-4296954345,Bayer Capital Corporation BV,92.00%,Excellent,bayer capital corp,https://permid.org/1-4296432607,Bayer Capital NV,21.00%,Possible,False,Pharmaceuticals,Pharmaceuticals & Medical Research,Healthcare,Netherlands,Netherlands,562010.0,"Manufacturers and marketers of generic and specialty drugs, as well as researchers and developers of new drugs, medical products and procedures.",0
roche finance europe bv,https://permid.org/1-4296939181,Roche Finance Europe BV,92.00%,Excellent,roche finance europe,https://permid.org/1-4296939181,Roche Finance Europe BV,92.00%,Excellent,True,Pharmaceuticals,Pharmaceuticals & Medical Research,Healthcare,Netherlands,Netherlands,562010.0,"Manufacturers and marketers of generic and specialty drugs, as well as researchers and developers of new drugs, medical products and procedures.",0
sanofi sa,https://permid.org/1-4295868215,Sanofi SA,92.00%,Excellent,sanofi,https://permid.org/1-4295868215,Sanofi SA,92.00%,Excellent,True,Pharmaceuticals,Pharmaceuticals & Medical Research,Healthcare,France,France,562010.0,"Manufacturers and marketers of generic and specialty drugs, as well as researchers and developers of new drugs, medical products and procedures.",0
upjohn finance bv,https://permid.org/1-5074779515,Upjohn Finance BV,92.00%,Excellent,upjohn finance,https://permid.org/1-5074779515,Upjohn Finance BV,92.00%,Excellent,True,Pharmaceuticals,Pharmaceuticals & Medical Research,Healthcare,Netherlands,Netherlands,562010.0,"Manufacturers and marketers of generic and specialty drugs, as well as researchers and developers of new drugs, medical products and procedures.",0
adecco intl fin serv bv,https://permid.org/1-4298009523,Adecco International Financial Services BV,92.00%,Excellent,adecco intl fin serv,https://permid.org/1-4298009523,Adecco International Financial Services BV,92.00%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Netherlands,Netherlands,522030.0,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies.",1
atf netherlands bv,https://permid.org/1-5052144618,ATF Netherlands BV,92.00%,Excellent,atf netherlands,https://permid.org/1-5052144618,ATF Netherlands BV,92.00%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Netherlands,Netherlands,522030.0,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies.",1
beni stabili spa siiq,https://permid.org/1-4295875468,Beni Stabili SpA Societa di Investimento Immobiliare Quotata,92.00%,Excellent,beni stabili spa siiq,https://permid.org/1-4295875468,Beni Stabili SpA Societa di Investimento Immobiliare Quotata,92.00%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Italy,Italy,522030.0,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies.",1
diageo capital bv,https://permid.org/1-5076372727,Diageo Capital BV,92.00%,Excellent,diageo capital,https://permid.org/1-4296543161,Diageo Capital PLC,92.00%,Excellent,False,Professional & Commercial Services,Industrial & Commercial Services,Industrials,United Kingdom,Netherlands,522030.0,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies.",1
edenred sa,https://permid.org/1-5000759495,Edenred SA,92.00%,Excellent,edenred,https://permid.org/1-5000759495,Edenred SA,92.00%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,France,France,522030.0,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies.",1
eurofins scientific se,https://permid.org/1-5037433929,Eurofins Scientific SE,92.00%,Excellent,eurofins scientific,https://permid.org/1-5037433929,Eurofins Scientific SE,92.00%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Luxembourg,Luxembourg,522030.0,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies.",1
global switch finance bv,https://permid.org/1-5076948433,Global Switch Finance BV,92.00%,Excellent,global switch finance,https://permid.org/1-5076948433,Global Switch Finance BV,59.00%,Possible,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Netherlands,Netherlands,522030.0,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies.",1
prosegur cash sa,https://permid.org/1-5052537751,Prosegur Cash SA,92.00%,Excellent,prosegur cash,https://permid.org/1-5052537751,Prosegur Cash SA,92.00%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Spain,Spain,522030.0,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies.",1
prosegur cia de seguridad sa,https://permid.org/1-4295889552,Prosegur Compania de Seguridad SA,92.00%,Excellent,prosegur cia de seguridad,https://permid.org/1-4295889552,Prosegur Compania de Seguridad SA,81.00%,Good,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Spain,Spain,522030.0,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies.",1
prosegur compania de seguridad,https://permid.org/1-4295889552,Prosegur Compania de Seguridad SA,83.00%,Good,prosegur compania de seguridad,https://permid.org/1-4295889552,Prosegur Compania de Seguridad SA,83.00%,Good,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Spain,Spain,522030.0,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies.",1
prosegur compania de seguridad sa,https://permid.org/1-4295889552,Prosegur Compania de Seguridad SA,92.00%,Excellent,prosegur compania de seguridad,https://permid.org/1-4295889552,Prosegur Compania de Seguridad SA,83.00%,Good,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Spain,Spain,522030.0,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies.",1
sbb treasury oyj,https://permid.org/1-5076162463,SBB Treasury Oyj,92.00%,Excellent,sbb treasury,https://permid.org/1-5076162463,SBB Treasury Oyj,92.00%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Finland,Finland,522030.0,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies.",1
suez,https://permid.org/1-4298165294,Suez SA,92.00%,Excellent,suez,https://permid.org/1-4298165294,Suez SA,92.00%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,France,France,522030.0,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies.",1
suez sa,https://permid.org/1-4298165294,Suez SA,92.00%,Excellent,suez,https://permid.org/1-4298165294,Suez SA,92.00%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,France,France,522030.0,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies.",1
telekom finanzmanagement gmbh,https://permid.org/1-4297071947,Telekom Finanzmanagement GmbH,92.00%,Excellent,telekom finanzmanagement,https://permid.org/1-4297071947,Telekom Finanzmanagement GmbH,92.00%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Austria,Austria,522030.0,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies.",1
teleperformance se,https://permid.org/1-4295866721,Teleperformance SE,92.00%,Excellent,teleperformance,https://permid.org/1-4295866721,Teleperformance SE,92.00%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,France,France,522030.0,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies.",1
wendel sa,https://permid.org/1-5058607005,Wendel Lab SA,42.00%,Possible,wendel,https://permid.org/1-4295868312,Wendel SE,92.00%,Excellent,False,Professional & Commercial Services,Industrial & Commercial Services,Industrials,France,France,522030.0,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies.",1
wolters kluwer nv,https://permid.org/1-4295884738,Wolters Kluwer NV,92.00%,Excellent,wolters kluwer,https://permid.org/1-4295884738,Wolters Kluwer NV,92.00%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Netherlands,Netherlands,522030.0,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies.",1
adler group sa,https://permid.org/1-5046277024,Adler Group SA,92.00%,Excellent,adler group,https://permid.org/1-5046277024,Adler Group SA,92.00%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Luxembourg,Luxembourg,601010.0,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services.",0
akelius residential property finance bv,https://permid.org/1-4297166223,Akelius Residential Property AB (publ),19.00%,Possible,akelius residential property finance,https://permid.org/1-4297166223,Akelius Residential Property AB (publ),24.00%,Possible,True,Real Estate Operations,Real Estate,Real Estate,Sweden,Sweden,601010.0,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services.",0
altarea,https://permid.org/1-4295867836,Altarea SCA,92.00%,Excellent,altarea,https://permid.org/1-4295867836,Altarea SCA,92.00%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,France,France,601010.0,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services.",0
altareit sca,https://permid.org/1-4295866910,Altareit SCA,92.00%,Excellent,altareit,https://permid.org/1-4295866910,Altareit SCA,92.00%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,France,France,601010.0,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services.",0
aroundtown sa,https://permid.org/1-5057820156,Aroundtown SA,92.00%,Excellent,aroundtown,https://permid.org/1-5057820156,Aroundtown SA,92.00%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Luxembourg,Luxembourg,601010.0,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services.",0
balder finland oyj,https://permid.org/1-5074787774,Balder Finland Oyj,92.00%,Excellent,balder finland,https://permid.org/1-5074787774,Balder Finland Oyj,92.00%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Finland,Finland,601010.0,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services.",0
ca immobilien anlagen ag,https://permid.org/1-4295858951,CA Immobilien Anlagen AG,92.00%,Excellent,ca immobilien anlagen,https://permid.org/1-4295858951,CA Immobilien Anlagen AG,92.00%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Austria,Austria,601010.0,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services.",0
citycon oyj,https://permid.org/1-4295866323,Citycon Oyj,92.00%,Excellent,citycon,https://permid.org/1-4295866323,Citycon Oyj,92.00%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Finland,Finland,601010.0,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services.",0
deutsche wohnen ag,,,,No Match,deutsche wohnen,https://permid.org/1-5062386053,Deutsche Wohnen SE,92.00%,Excellent,False,Real Estate Operations,Real Estate,Real Estate,Germany,Germany,601010.0,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services.",0
digital dutch finco bv,https://permid.org/1-5071570642,Digital Dutch Finco BV,92.00%,Excellent,digital dutch finco,https://permid.org/1-5071570642,Digital Dutch Finco BV,67.00%,Good,True,Real Estate Operations,Real Estate,Real Estate,Netherlands,Netherlands,601010.0,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services.",0
grand city properties sa,https://permid.org/1-5037587520,Grand City Properties SA,92.00%,Excellent,grand city properties,https://permid.org/1-5037587520,Grand City Properties SA,92.00%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Luxembourg,Luxembourg,601010.0,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services.",0
hemso treasury oyj,https://permid.org/1-5079156209,Hemso Treasury Oyj,92.00%,Excellent,hemso treasury,https://permid.org/1-5079156209,Hemso Treasury Oyj,92.00%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Finland,Finland,601010.0,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services.",0
immofinanz ag,https://permid.org/1-4295859001,Immofinanz AG,92.00%,Excellent,immofinanz,https://permid.org/1-4295859001,Immofinanz AG,92.00%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Austria,Austria,601010.0,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services.",0
