Name_1,OpenPermID_1,OrgName_1,Score_1,Level_1,Name_2,OpenPermID_2,OrgName_2,Score_2,Level_2,EqualOrgName,Primary Industry,Primary Bussiness,Primary Economic,Domiciled,Incorporated,TRBC code,Primary Industry description
anheuser busch inbev nvsa,https://permid.org/1-5051775617,Anheuser Busch Inbev SA,67.00%,Good,anheuser busch inbev,https://permid.org/1-5051775617,Anheuser Busch Inbev SA,80.00%,Good,TRUE,Beverages,Food & Beverages,Consumer Non-Cyclicals,Belgium,Belgium,541010,"Brewers, distillers, producers and distributors of beer and malt liquor, wine and distilled liquors, as well as non-alcoholic beverages including water, fruit drinks, sodas and other flavored beverages."
anheuser busch inbev sanv,https://permid.org/1-5051775617,Anheuser Busch Inbev SA,68.00%,Good,anheuser busch inbev,https://permid.org/1-5051775617,Anheuser Busch Inbev SA,80.00%,Good,TRUE,Beverages,Food & Beverages,Consumer Non-Cyclicals,Belgium,Belgium,541010,"Brewers, distillers, producers and distributors of beer and malt liquor, wine and distilled liquors, as well as non-alcoholic beverages including water, fruit drinks, sodas and other flavored beverages."
coca cola hbc finance bv,https://permid.org/1-4296869348,Coca Cola HBC Finance BV,92.00%,Excellent,coca cola hbc finance,https://permid.org/1-5000022650,Coca-Cola HBC Finance PLC,92.00%,Excellent,FALSE,Beverages,Food & Beverages,Consumer Non-Cyclicals,Netherlands,Netherlands,541010,"Brewers, distillers, producers and distributors of beer and malt liquor, wine and distilled liquors, as well as non-alcoholic beverages including water, fruit drinks, sodas and other flavored beverages."
heineken nv,https://permid.org/1-4295884692,Heineken NV,92.00%,Excellent,heineken,https://permid.org/1-4295884692,Heineken NV,92.00%,Excellent,TRUE,Beverages,Food & Beverages,Consumer Non-Cyclicals,Netherlands,Netherlands,541010,"Brewers, distillers, producers and distributors of beer and malt liquor, wine and distilled liquors, as well as non-alcoholic beverages including water, fruit drinks, sodas and other flavored beverages."
pernod ricard sa,https://permid.org/1-4295867424,Pernod Ricard SA,92.00%,Excellent,pernod ricard,https://permid.org/1-4295867424,Pernod Ricard SA,92.00%,Excellent,TRUE,Beverages,Food & Beverages,Consumer Non-Cyclicals,France,France,541010,"Brewers, distillers, producers and distributors of beer and malt liquor, wine and distilled liquors, as well as non-alcoholic beverages including water, fruit drinks, sodas and other flavored beverages."
air liquide sa,https://permid.org/1-4295926500,Air Liquide Tunisie SA,72.00%,Good,air liquide,https://permid.org/1-4295867366,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,92.00%,Excellent,FALSE,Chemicals,Chemicals,Basic Materials,France,France,511010,"Producers and refiners of agricultural, commodity and specialty chemicals."
air liquide sa etexplpgcl,,,,No Match,air liquide,https://permid.org/1-4295867366,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,92.00%,Excellent,FALSE,Chemicals,Chemicals,Basic Materials,France,France,511010,"Producers and refiners of agricultural, commodity and specialty chemicals."
akzo nobel nv,https://permid.org/1-4295884730,Akzo Nobel NV,92.00%,Excellent,akzo nobel,https://permid.org/1-4295884730,Akzo Nobel NV,92.00%,Excellent,TRUE,Chemicals,Chemicals,Basic Materials,Netherlands,Netherlands,511010,"Producers and refiners of agricultural, commodity and specialty chemicals."
arkema sa,https://permid.org/1-4295867361,Arkema SA,92.00%,Excellent,arkema,https://permid.org/1-4295867361,Arkema SA,92.00%,Excellent,TRUE,Chemicals,Chemicals,Basic Materials,France,France,511010,"Producers and refiners of agricultural, commodity and specialty chemicals."
basf se,https://permid.org/1-4295869198,BASF SE,92.00%,Excellent,basf,https://permid.org/1-4295869198,BASF SE,43.00%,Possible,TRUE,Chemicals,Chemicals,Basic Materials,Germany,Germany,511010,"Producers and refiners of agricultural, commodity and specialty chemicals."
borealis ag,https://permid.org/1-4298142340,Borealis AG,92.00%,Excellent,borealis,,,,No Match,FALSE,Chemicals,Chemicals,Basic Materials,Austria,Austria,511010,"Producers and refiners of agricultural, commodity and specialty chemicals."
brenntag finance bv,https://permid.org/1-5035396659,Brenntag Finance BV,92.00%,Excellent,brenntag finance,https://permid.org/1-5035396659,Brenntag Finance BV,92.00%,Excellent,TRUE,Chemicals,Chemicals,Basic Materials,Netherlands,Netherlands,511010,"Producers and refiners of agricultural, commodity and specialty chemicals."
covestro ag,https://permid.org/1-5046707555,Covestro AG,92.00%,Excellent,covestro,https://permid.org/1-5046707555,Covestro AG,92.00%,Excellent,TRUE,Chemicals,Chemicals,Basic Materials,Germany,Germany,511010,"Producers and refiners of agricultural, commodity and specialty chemicals."
evonik finance bv,https://permid.org/1-5036394213,Evonik Finance BV,92.00%,Excellent,evonik finance,https://permid.org/1-5036394213,Evonik Finance BV,92.00%,Excellent,TRUE,Chemicals,Chemicals,Basic Materials,Netherlands,Netherlands,511010,"Producers and refiners of agricultural, commodity and specialty chemicals."
evonik industries ag,https://permid.org/1-5000074393,Evonik Industries AG,92.00%,Excellent,evonik industries,https://permid.org/1-5000074393,Evonik Industries AG,92.00%,Excellent,TRUE,Chemicals,Chemicals,Basic Materials,Germany,Germany,511010,"Producers and refiners of agricultural, commodity and specialty chemicals."
henkel ag  co kgaa,https://permid.org/1-4295869260,Henkel AG & Co KgaA,75.00%,Good,henkel ag  co,https://permid.org/1-4295869260,Henkel AG & Co KgaA,66.00%,Good,TRUE,Chemicals,Chemicals,Basic Materials,Germany,Germany,511010,"Producers and refiners of agricultural, commodity and specialty chemicals."
henkel ag kgaa,https://permid.org/1-4295869260,Henkel AG & Co KgaA,70.00%,Good,henkel ag,https://permid.org/1-4295869260,Henkel AG & Co KgaA,92.00%,Excellent,TRUE,Chemicals,Chemicals,Basic Materials,Germany,Germany,511010,"Producers and refiners of agricultural, commodity and specialty chemicals."
koninklijke dsm nv,https://permid.org/1-4295884728,Koninklijke DSM NV,92.00%,Excellent,koninklijke dsm,https://permid.org/1-4295884728,Koninklijke DSM NV,92.00%,Excellent,TRUE,Chemicals,Chemicals,Basic Materials,Netherlands,Netherlands,511010,"Producers and refiners of agricultural, commodity and specialty chemicals."
ks ag,https://permid.org/1-4295869106,K&S AG,92.00%,Excellent,ks,https://permid.org/1-4295869106,K&S AG,92.00%,Excellent,TRUE,Chemicals,Chemicals,Basic Materials,Germany,Germany,511010,"Producers and refiners of agricultural, commodity and specialty chemicals."
ks aktiengesellschaft,https://permid.org/1-4295869106,K&S AG,92.00%,Excellent,ks aktiengesellschaft,https://permid.org/1-4295869106,K&S AG,92.00%,Excellent,TRUE,Chemicals,Chemicals,Basic Materials,Germany,Germany,511010,"Producers and refiners of agricultural, commodity and specialty chemicals."
lanxess ag,https://permid.org/1-4295870205,Lanxess AG,92.00%,Excellent,lanxess,https://permid.org/1-4295870205,Lanxess AG,92.00%,Excellent,TRUE,Chemicals,Chemicals,Basic Materials,Germany,Germany,511010,"Producers and refiners of agricultural, commodity and specialty chemicals."
linde ag,https://permid.org/1-4296772323,Linde Gas GmbH,51.00%,Possible,linde,https://permid.org/1-4295903205,Linde Inc,35.00%,Possible,FALSE,Chemicals,Chemicals,Basic Materials,Austria,Austria,511010,"Producers and refiners of agricultural, commodity and specialty chemicals."
linde finance bv,https://permid.org/1-4296717566,Linde Finance BV,92.00%,Excellent,linde finance,https://permid.org/1-4298343230,Linde Finance,92.00%,Excellent,FALSE,Chemicals,Chemicals,Basic Materials,Netherlands,Netherlands,511010,"Producers and refiners of agricultural, commodity and specialty chemicals."
lyb international finance ii,https://permid.org/1-5050307449,LYB International Finance II BV,92.00%,Excellent,lyb international finance ii,https://permid.org/1-5050307449,LYB International Finance II BV,92.00%,Excellent,TRUE,Chemicals,Chemicals,Basic Materials,Netherlands,Netherlands,511010,"Producers and refiners of agricultural, commodity and specialty chemicals."
solvay sa,https://permid.org/1-4295859421,Solvay SA,92.00%,Excellent,solvay,https://permid.org/1-4295859421,Solvay SA,92.00%,Excellent,TRUE,Chemicals,Chemicals,Basic Materials,Belgium,Belgium,511010,"Producers and refiners of agricultural, commodity and specialty chemicals."
telecom italia finance sa,https://permid.org/1-5000025337,Telecom Italia Finance SA,92.00%,Excellent,telecom italia finance,https://permid.org/1-5000025337,Telecom Italia Finance SA,92.00%,Excellent,TRUE,Collective Investments,Collective Investments,Financials,Luxembourg,Luxembourg,555010,"Listed closed-end investment funds, as well as other funds where participation can be bought and sold as units or shares such as open-ended or mutual funds, exchange-traded funds, exchange traded products, unit trusts and unit investment trusts."
nokia oyj,https://permid.org/1-4295866480,Nokia Oyj,92.00%,Excellent,nokia,https://permid.org/1-4295866480,Nokia Oyj,92.00%,Excellent,TRUE,Communications & Networking,Technology Equipment,Technology,Finland,Finland,571020,"Manufacturers of telecommunications equipment such as modems, cable decoders, carrier switches, fiber cable, wireless and satellite communication equipment."
acs servicios comunicaciones y energia sl,https://permid.org/1-4298343692,ACS Servicios Comunicaciones y Energia SL,92.00%,Excellent,acs servicios comunicaciones y energia,https://permid.org/1-5046720135,"ACS SERVICIOS COMUNICACIONES Y ENERGIA MEXICO, S.A. DE C.V.",59.00%,Possible,FALSE,Construction & Engineering,Industrial & Commercial Services,Industrials,Spain,Spain,522010,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects. Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings. Includes also manufacturers of heavy machinery for permanent installation."
bouygues,https://permid.org/1-4295867226,Bouygues SA,92.00%,Excellent,bouygue,,,,No Match,FALSE,Construction & Engineering,Industrial & Commercial Services,Industrials,France,France,522010,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects. Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings. Includes also manufacturers of heavy machinery for permanent installation."
bouygues sa,https://permid.org/1-4295867226,Bouygues SA,92.00%,Excellent,bouygues,https://permid.org/1-4295867226,Bouygues SA,92.00%,Excellent,TRUE,Construction & Engineering,Industrial & Commercial Services,Industrials,France,France,522010,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects. Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings. Includes also manufacturers of heavy machinery for permanent installation."
hochtief ag,https://permid.org/1-4295869084,Hochtief AG,92.00%,Excellent,hochtief,https://permid.org/1-4295869084,Hochtief AG,92.00%,Excellent,TRUE,Construction & Engineering,Industrial & Commercial Services,Industrials,Germany,Germany,522010,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects. Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings. Includes also manufacturers of heavy machinery for permanent installation."
infrax cvba,https://permid.org/1-5037937293,Infrax CVBA,92.00%,Excellent,infrax,https://permid.org/1-4297695639,Infrax Systems Inc,22.00%,Possible,FALSE,Construction & Engineering,Industrial & Commercial Services,Industrials,Belgium,Belgium,522010,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects. Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings. Includes also manufacturers of heavy machinery for permanent installation."
metso outotec,https://permid.org/1-4295866538,Metso Outotec Corp,64.00%,Good,metso outotec,https://permid.org/1-4295866538,Metso Outotec Corp,64.00%,Good,TRUE,Construction & Engineering,Industrial & Commercial Services,Industrials,Finland,Finland,522010,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects. Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings. Includes also manufacturers of heavy machinery for permanent installation."
strabag se,https://permid.org/1-4298050903,STRABAG SE,92.00%,Excellent,strab,,,,No Match,FALSE,Construction & Engineering,Industrial & Commercial Services,Industrials,Austria,Austria,522010,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects. Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings. Includes also manufacturers of heavy machinery for permanent installation."
vantage towers ag,https://permid.org/1-5076167430,Vantage Towers AG,92.00%,Excellent,vantage towers,https://permid.org/1-5080045750,Vantage Towers AE,92.00%,Excellent,FALSE,Construction & Engineering,Industrial & Commercial Services,Industrials,Germany,Germany,522010,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects. Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings. Includes also manufacturers of heavy machinery for permanent installation."
vinci,https://permid.org/1-4295867538,Vinci SA,92.00%,Excellent,vinci,https://permid.org/1-4295867538,Vinci SA,92.00%,Excellent,TRUE,Construction & Engineering,Industrial & Commercial Services,Industrials,France,France,522010,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects. Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings. Includes also manufacturers of heavy machinery for permanent installation."
buzzi unicem spa,https://permid.org/1-4295875751,Buzzi Unicem SpA,92.00%,Excellent,buzzi unicem,https://permid.org/1-4295875751,Buzzi Unicem SpA,92.00%,Excellent,TRUE,Construction Materials,Mineral Resources,Basic Materials,Italy,Italy,512020,"Miners and producers of raw materials for road and building construction. Includes extractors of sand, gravel, rock, clay, granite, limestone, marble, slate, gypsum, lime, and producers of cement, concrete, and bricks, as well as operators of filtering, bleaching, crushing, cutting, sizing and processing services."
crh finland services oyj,https://permid.org/1-5040186325,CRH Finland Services Oyj,92.00%,Excellent,crh finland services,https://permid.org/1-5040186325,CRH Finland Services Oyj,61.00%,Good,TRUE,Construction Materials,Mineral Resources,Basic Materials,Finland,Finland,512020,"Miners and producers of raw materials for road and building construction. Includes extractors of sand, gravel, rock, clay, granite, limestone, marble, slate, gypsum, lime, and producers of cement, concrete, and bricks, as well as operators of filtering, bleaching, crushing, cutting, sizing and processing services."
crh funding bv,https://permid.org/1-5040185854,CRH Funding BV,92.00%,Excellent,crh funding,https://permid.org/1-4297743209,CRH Group Funding Ltd,13.00%,Possible,FALSE,Construction Materials,Mineral Resources,Basic Materials,Netherlands,Netherlands,512020,"Miners and producers of raw materials for road and building construction. Includes extractors of sand, gravel, rock, clay, granite, limestone, marble, slate, gypsum, lime, and producers of cement, concrete, and bricks, as well as operators of filtering, bleaching, crushing, cutting, sizing and processing services."
groupe bruxelles lambert sa,https://permid.org/1-5066557287,Groupe Bruxelles Lambert SA,92.00%,Excellent,groupe bruxelles lambert,https://permid.org/1-4295859531,Groep Brussel Lambert NV,92.00%,Excellent,FALSE,Construction Materials,Mineral Resources,Basic Materials,Belgium,Belgium,512020,"Miners and producers of raw materials for road and building construction. Includes extractors of sand, gravel, rock, clay, granite, limestone, marble, slate, gypsum, lime, and producers of cement, concrete, and bricks, as well as operators of filtering, bleaching, crushing, cutting, sizing and processing services."
heidelbergcement ag,https://permid.org/1-4295868961,HeidelbergCement AG,92.00%,Excellent,heidelbergcement,https://permid.org/1-4295868961,HeidelbergCement AG,75.00%,Good,TRUE,Construction Materials,Mineral Resources,Basic Materials,Germany,Germany,512020,"Miners and producers of raw materials for road and building construction. Includes extractors of sand, gravel, rock, clay, granite, limestone, marble, slate, gypsum, lime, and producers of cement, concrete, and bricks, as well as operators of filtering, bleaching, crushing, cutting, sizing and processing services."
siemens financieringsmaatschappij nv,https://permid.org/1-4296784388,Siemens Financieringsmaatschappij NV,92.00%,Excellent,siemens financieringsmaatschappij,https://permid.org/1-4296784388,Siemens Financieringsmaatschappij NV,92.00%,Excellent,TRUE,Consumer Goods Conglomerates,Consumer Goods Conglomerates,Consumer Non-Cyclicals,Netherlands,Netherlands,544010,"Large organizations, engaged in multiple business lines within the consumer goods sectors, including non-cyclical consumer goods and cyclical consumer goods."
mondi finance,https://permid.org/1-5000682750,Mondi Finance PLC,92.00%,Excellent,mondi finance,https://permid.org/1-5000682750,Mondi Finance PLC,92.00%,Excellent,TRUE,Containers & Packaging,Applied Resources,Basic Materials,United Kingdom,United Kingdom,513020,"Manufacturers of containers, as well as providers of packaging services."
a2a spa,https://permid.org/1-5000005309,A2A SpA,92.00%,Excellent,a2a,https://permid.org/1-5000005309,A2A SpA,92.00%,Excellent,TRUE,Electric Utilities & IPPs,Utilities,Utilities,Italy,Italy,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
alliander nv,https://permid.org/1-4295884948,Alliander NV,92.00%,Excellent,alliander,https://permid.org/1-4295884948,Alliander NV,92.00%,Excellent,TRUE,Electric Utilities & IPPs,Utilities,Utilities,Netherlands,Netherlands,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
coentreprise de transport delectricite,https://permid.org/1-5056398725,Coentreprise De Transport d'electricite SA,92.00%,Excellent,coentreprise de transport delectricite,https://permid.org/1-5056398725,Coentreprise De Transport d'electricite SA,92.00%,Excellent,TRUE,Electric Utilities & IPPs,Utilities,Utilities,France,France,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
edp energias de portugal sa,https://permid.org/1-4295886834,EDP Energias de Portugal SA,92.00%,Excellent,edp energias de portugal,https://permid.org/1-4295886834,EDP Energias de Portugal SA,92.00%,Excellent,TRUE,Electric Utilities & IPPs,Utilities,Utilities,Portugal,Portugal,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
edp finance bv,https://permid.org/1-4297963439,EDP Finance BV,92.00%,Excellent,edp finance,https://permid.org/1-4297963439,EDP Finance BV,92.00%,Excellent,TRUE,Electric Utilities & IPPs,Utilities,Utilities,Netherlands,Netherlands,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
eesti energia as,https://permid.org/1-4296466265,Eesti Energia AS,92.00%,Excellent,eesti energia,https://permid.org/1-4296466265,Eesti Energia AS,92.00%,Excellent,TRUE,Electric Utilities & IPPs,Utilities,Utilities,Estonia,Estonia,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
elering as,https://permid.org/1-4298221301,Elering AS,92.00%,Excellent,elering,https://permid.org/1-4298221301,Elering AS,92.00%,Excellent,TRUE,Electric Utilities & IPPs,Utilities,Utilities,Estonia,Estonia,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
elia group sa,https://permid.org/1-4295859541,Elia Group SA,92.00%,Excellent,elia group,https://permid.org/1-4295859541,Elia Group SA,92.00%,Excellent,TRUE,Electric Utilities & IPPs,Utilities,Utilities,Belgium,Belgium,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
elia transmission belgium,https://permid.org/1-5071549731,Elia Transmission Belgium NV,74.00%,Good,elia transmission belgium,https://permid.org/1-5071549731,Elia Transmission Belgium NV,74.00%,Good,TRUE,Electric Utilities & IPPs,Utilities,Utilities,Belgium,Belgium,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
enel finance intl nv,https://permid.org/1-5001426741,ENEL Finance International NV,92.00%,Excellent,enel finance intl,https://permid.org/1-5001426741,ENEL Finance International NV,69.00%,Good,TRUE,Electric Utilities & IPPs,Utilities,Utilities,Netherlands,Netherlands,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
enel spa,https://permid.org/1-4295875798,Enel SpA,92.00%,Excellent,enel,https://permid.org/1-4295875798,Enel SpA,92.00%,Excellent,TRUE,Electric Utilities & IPPs,Utilities,Utilities,Italy,Italy,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
enexis holding nv,https://permid.org/1-4298484226,Enexis Holding NV,92.00%,Excellent,enexis holding,https://permid.org/1-4298484226,Enexis Holding NV,92.00%,Excellent,TRUE,Electric Utilities & IPPs,Utilities,Utilities,Netherlands,Netherlands,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
erg spa,https://permid.org/1-4295875564,ERG SpA,92.00%,Excellent,erg,https://permid.org/1-4295875564,ERG SpA,92.00%,Excellent,TRUE,Electric Utilities & IPPs,Utilities,Utilities,Italy,Italy,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
esb finance dac,https://permid.org/1-5000653057,ESB Finance DAC,92.00%,Excellent,esb finance,https://permid.org/1-5044197201,ESB Financial Enterprises Ltd,92.00%,Excellent,FALSE,Electric Utilities & IPPs,Utilities,Utilities,Ireland,Ireland,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
evn ag,https://permid.org/1-4295859045,EVN AG,92.00%,Excellent,evn,https://permid.org/1-4295859045,EVN AG,92.00%,Excellent,TRUE,Electric Utilities & IPPs,Utilities,Utilities,Austria,Austria,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
fingrid oyj,https://permid.org/1-4296543266,Fingrid Oyj,92.00%,Excellent,fingrid,https://permid.org/1-4296543266,Fingrid Oyj,92.00%,Excellent,TRUE,Electric Utilities & IPPs,Utilities,Utilities,Finland,Finland,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
fortum oyj,https://permid.org/1-4295866494,Fortum Oyj,92.00%,Excellent,fortum,https://permid.org/1-4295866494,Fortum Oyj,92.00%,Excellent,TRUE,Electric Utilities & IPPs,Utilities,Utilities,Finland,Finland,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
ignitis grupe uab,https://permid.org/1-5000609627,Ignitis Grupe AB,89.00%,Good,ignitis grupe uab,https://permid.org/1-5000609627,Ignitis Grupe AB,89.00%,Good,TRUE,Electric Utilities & IPPs,Utilities,Utilities,Lithuania,Lithuania,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
lietuvos energija uab,https://permid.org/1-5069461045,Lietuvos Energija Renewables UAB,45.00%,Possible,lietuvos energija uab,https://permid.org/1-5069461045,Lietuvos Energija Renewables UAB,45.00%,Possible,TRUE,Electric Utilities & IPPs,Utilities,Utilities,Lithuania,,591010,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators."
red electrica corporacion sa,https://permid.org/1-4295889513,Red Electrica Corporacion SA,92.00%,Excellent,red electrica corporacion,https://permid.org/1-4295889513,Red Electrica Corporacion SA,80.00%,Good,TRUE,Electric Utilities & IPPs,Utilities,Utilities,Spain,Spain,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
stedin holding nv,https://permid.org/1-4296088639,Stedin Holding NV,92.00%,Excellent,stedin holding,https://permid.org/1-4296088639,Stedin Holding NV,92.00%,Excellent,TRUE,Electric Utilities & IPPs,Utilities,Utilities,Netherlands,Netherlands,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
teollisuuden voima oyj,https://permid.org/1-4295866515,Teollisuuden Voima Oyj,92.00%,Excellent,teollisuuden voima,https://permid.org/1-4295866515,Teollisuuden Voima Oyj,92.00%,Excellent,TRUE,Electric Utilities & IPPs,Utilities,Utilities,Finland,Finland,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
terna rete elettrica naziospa,https://permid.org/1-4295875459,Terna Rete Elettrica Nazionale SpA,14.00%,Possible,terna rete elettrica nazio,,,,No Match,FALSE,Electric Utilities & IPPs,Utilities,Utilities,Italy,Italy,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
urenco finance nv,https://permid.org/1-4297245020,Urenco Finance NV,92.00%,Excellent,urenco finance,https://permid.org/1-5046438306,Urenco Finance UK Ltd,61.00%,Good,FALSE,Electric Utilities & IPPs,Utilities,Utilities,Netherlands,Netherlands,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
verbund ag,https://permid.org/1-4295859071,Verbund AG,92.00%,Excellent,verbund,https://permid.org/1-4295859071,Verbund AG,92.00%,Excellent,TRUE,Electric Utilities & IPPs,Utilities,Utilities,Austria,Austria,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
zapadoslovenska energetika as,https://permid.org/1-5000685837,Zapadoslovenska Energetika as,92.00%,Excellent,zapadoslovenska energetika,https://permid.org/1-5000685837,Zapadoslovenska Energetika as,92.00%,Excellent,TRUE,Electric Utilities & IPPs,Utilities,Utilities,Slovakia,Slovakia,591010,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
amphenol technologies holding gmbh,https://permid.org/1-4298510017,Amphenol Technologies Holding GmbH,92.00%,Excellent,amphenol technologies holding,https://permid.org/1-4298510017,Amphenol Technologies Holding GmbH,67.00%,Good,TRUE,Electronic Equipment & Parts,Technology Equipment,Technology,Germany,Germany,571040,"Manufacturers of electronic products, such as biometric products, electronic components and parts and display screens."
tyco electronics group sa,https://permid.org/1-4297630575,Tyco Electronics Group SA,92.00%,Excellent,tyco electronics group,https://permid.org/1-4297630575,Tyco Electronics Group SA,92.00%,Excellent,TRUE,Electronic Equipment & Parts,Technology Equipment,Technology,Luxembourg,Luxembourg,571040,"Manufacturers of electronic products, such as biometric products, electronic components and parts and display screens."
worldline sa,https://permid.org/1-4296992313,Worldline SA,92.00%,Excellent,worldline,https://permid.org/1-4296992313,Worldline SA,92.00%,Excellent,TRUE,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Technology,France,France,573010,Providers of financial technology (Fintech) services and infrastructure.
carrefour sa,https://permid.org/1-4295866751,Carrefour SA,92.00%,Excellent,carrefour,https://permid.org/1-4295866751,Carrefour SA,92.00%,Excellent,TRUE,Food & Drug Retailing,Food & Drug Retailing,Consumer Non-Cyclicals,France,France,543010,"Retailers operating pharmacies, grocery, convenience, liquor and specialty food stores."
esselunga spa,https://permid.org/1-4297965300,Esselunga SpA,92.00%,Excellent,esselunga,https://permid.org/1-4297965300,Esselunga SpA,92.00%,Excellent,TRUE,Food & Drug Retailing,Food & Drug Retailing,Consumer Non-Cyclicals,Italy,Italy,543010,"Retailers operating pharmacies, grocery, convenience, liquor and specialty food stores."
koninklijke ahold delhaize nv,https://permid.org/1-4295884672,Koninklijke Ahold Delhaize NV,92.00%,Excellent,koninklijke ahold delhaize,https://permid.org/1-4295884672,Koninklijke Ahold Delhaize NV,77.00%,Good,TRUE,Food & Drug Retailing,Food & Drug Retailing,Consumer Non-Cyclicals,Netherlands,Netherlands,543010,"Retailers operating pharmacies, grocery, convenience, liquor and specialty food stores."
barry callebaut services nv,https://permid.org/1-4297241934,Barry Callebaut Services NV,92.00%,Excellent,barry callebaut service,https://permid.org/1-5063146718,Barry Callebaut Cocoa Management Services SA de CV,43.00%,Possible,FALSE,Food & Tobacco,Food & Beverages,Consumer Non-Cyclicals,Belgium,Belgium,541020,"Producers and processors of Food & Tobacco. Includes operators of farms, aquaculture and fisheries."
danone,https://permid.org/1-4295867387,Danone SA,92.00%,Excellent,danone,https://permid.org/1-4295867387,Danone SA,92.00%,Excellent,TRUE,Food & Tobacco,Food & Beverages,Consumer Non-Cyclicals,France,France,541020,"Producers and processors of Food & Tobacco. Includes operators of farms, aquaculture and fisheries."
deutsche post ag,https://permid.org/1-4295869983,Deutsche Post AG,92.00%,Excellent,deutsche post,https://permid.org/1-4295869983,Deutsche Post AG,92.00%,Excellent,TRUE,Freight & Logistics Services,Transportation,Industrials,Germany,Germany,524050,"Providers of freight and logistics services by all means, such as air, marine and ground."
